ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
479;27.2;-23.7;6.92;4.57;Pozitivno;Da
480;16.7;-18.6;6.78;4.21;Negativno;Da
481;26.2;-16.0;7.17;3.76;Negativno;Ne
482;20.0;-22.2;7.05;2.91;Pozitivno;Da
483;27.9;-18.1;7.21;4.36;Negativno;Ne
484;12.7;-11.9;7.23;3.48;Pozitivno;Da
485;14.5;-23.9;6.79;3.54;Pozitivno;Da
486;19.6;-15.3;7.0;4.29;Pozitivno;Da
487;26.1;-18.8;7.0;3.91;Pozitivno;Da
488;26.3;-18.0;7.22;3.85;Negativno;Da
489;19.5;-8.5;7.02;3.24;Pozitivno;Da
490;18.8;-16.5;7.23;3.77;Pozitivno;Da
491;24.4;-26.7;6.92;2.9;Pozitivno;Da
492;17.8;-21.8;7.25;3.63;Negativno;Da
493;20.9;-23.6;6.97;3.47;Negativno;Da
494;20.0;-17.9;6.87;3.15;Pozitivno;Da
495;26.1;-21.1;6.78;3.81;Negativno;Da
496;18.2;-16.7;6.86;3.45;Pozitivno;Da
497;20.1;-20.9;7.46;3.09;Pozitivno;Da
498;19.6;-19.3;6.92;2.26;Pozitivno;Ne
499;29.1;-12.2;6.71;3.84;Negativno;Ne
500;20.3;-17.1;6.98;3.11;Pozitivno;Ne
501;25.4;-14.9;7.06;3.99;Pozitivno;Da
502;14.9;-20.8;7.16;4.83;Pozitivno;Ne
503;31.5;-27.0;7.42;3.05;Pozitivno;Da
504;15.7;-15.4;6.88;3.76;Pozitivno;Da
505;18.1;-28.5;7.14;4.36;Pozitivno;Ne
506;22.6;-25.3;7.26;3.5;Pozitivno;Da
507;19.7;-14.1;7.22;2.79;Negativno;Ne
508;16.4;-28.1;7.09;4.45;Pozitivno;Da
509;21.6;-24.5;7.35;3.84;Pozitivno;Da
510;26.9;-21.2;7.07;3.03;Negativno;Da
511;20.2;-21.5;6.96;3.38;Pozitivno;Da
512;16.8;-18.8;6.75;3.04;Pozitivno;Da
513;11.5;-16.9;6.81;3.16;Pozitivno;Da
514;21.1;-15.5;6.76;3.0;Pozitivno;Da
515;23.3;-24.9;6.93;3.75;Pozitivno;Da
516;14.7;-22.4;6.8;4.19;Pozitivno;Da
517;22.6;-20.4;7.13;3.8;Pozitivno;Da
518;27.1;-26.0;7.06;3.66;Pozitivno;Da
519;15.1;-26.9;6.62;3.78;Pozitivno;Da
520;20.4;-10.8;6.77;3.54;Negativno;Da
521;24.5;-22.8;7.05;3.07;Negativno;Da
522;17.8;-20.5;6.37;3.76;Negativno;Da
523;20.5;-23.3;6.92;3.19;Pozitivno;Da
524;30.3;-31.2;7.1;4.7;Pozitivno;Da
525;21.2;-18.3;6.88;4.02;Pozitivno;Da
526;20.1;-24.6;6.65;3.26;Pozitivno;Da
527;11.2;-15.3;7.04;2.95;Pozitivno;Da
528;23.2;-27.1;6.97;3.33;Pozitivno;Da
529;17.8;-28.1;7.12;3.3;Pozitivno;Da
530;25.7;-16.1;7.41;3.46;Pozitivno;Ne
531;12.1;-25.3;7.37;3.16;Pozitivno;Ne
532;15.0;-10.5;6.89;3.63;Pozitivno;Da
533;23.2;-27.0;6.99;3.16;Negativno;Da
534;20.5;-23.7;7.22;3.48;Pozitivno;Da
535;12.0;-22.0;6.62;4.04;Pozitivno;Da
536;28.2;-21.7;7.14;3.74;Negativno;Da
537;18.4;-25.5;7.09;3.92;Pozitivno;Da
538;15.3;-10.0;6.92;3.54;Pozitivno;Da
539;17.4;-19.3;7.17;3.29;Pozitivno;Da
540;34.4;-23.3;6.82;3.97;Pozitivno;Da
541;20.8;-17.9;6.9;4.31;Pozitivno;Da
542;21.3;-26.8;6.85;3.25;Pozitivno;Da
543;14.5;-24.0;7.16;3.56;Pozitivno;Da
544;21.3;-13.8;6.97;3.75;Pozitivno;Da
545;16.3;-15.5;7.19;3.87;Pozitivno;Da
546;24.5;-24.0;6.66;3.57;Pozitivno;Ne
547;17.1;-22.9;6.86;3.7;Negativno;Da
548;27.5;-19.2;6.83;3.48;Pozitivno;Da
549;14.5;-21.9;6.8;3.21;Pozitivno;Da
550;25.8;-14.9;7.13;2.96;Pozitivno;Ne
551;24.2;-23.2;7.07;3.26;Pozitivno;Da
552;20.0;-11.8;7.09;3.89;Pozitivno;Da
553;18.1;-27.6;6.75;3.11;Pozitivno;Da
554;25.6;-31.7;6.83;2.95;Negativno;Da
555;27.1;-22.2;6.81;3.9;Pozitivno;Da
556;27.5;-14.4;7.05;3.66;Pozitivno;Da
557;18.0;-22.5;6.85;3.55;Pozitivno;Da
558;17.9;-23.6;7.22;3.57;Pozitivno;Da
559;27.5;-17.4;6.9;4.2;Pozitivno;Da
560;19.6;-13.7;7.04;3.25;Pozitivno;Da
561;10.2;-21.2;6.89;2.4;Pozitivno;Da
562;18.7;-24.5;7.19;2.91;Pozitivno;Da
563;19.1;-21.8;7.12;3.3;Pozitivno;Ne
564;14.8;-13.8;7.04;2.86;Pozitivno;Da
565;27.9;-23.9;6.86;3.44;Pozitivno;Da
566;24.0;-14.4;7.02;2.48;Pozitivno;Da
567;26.7;-21.6;7.23;3.28;Pozitivno;Da
568;14.6;-17.8;7.28;3.14;Pozitivno;Da
569;17.5;-23.5;6.98;1.96;Pozitivno;Da
570;26.3;-10.8;6.99;3.76;Pozitivno;Da
571;22.3;-21.9;6.64;3.0;Pozitivno;Da
572;21.1;-19.3;7.14;4.23;Negativno;Da
573;21.2;-15.0;7.01;3.88;Pozitivno;Da
574;18.4;-26.2;7.24;2.95;Pozitivno;Da
575;22.4;-17.2;7.14;3.8;Negativno;Da
576;14.8;-11.4;6.69;3.28;Pozitivno;Ne
577;18.2;-17.4;6.92;3.78;Pozitivno;Da
578;13.3;-22.1;7.07;2.95;Pozitivno;Da
579;22.0;-13.5;6.99;3.25;Pozitivno;Da
580;12.2;-28.3;6.99;3.17;Pozitivno;Da
581;23.7;-15.7;7.02;2.88;Pozitivno;Da
582;25.1;-16.9;6.74;3.77;Pozitivno;Da
583;18.3;-19.9;6.72;3.15;Pozitivno;Da
584;15.9;-23.2;7.42;3.45;Pozitivno;Da
585;21.9;-16.4;7.01;3.68;Pozitivno;Da
586;25.7;-17.6;7.04;3.44;Pozitivno;Ne
587;20.4;-17.7;7.21;3.32;Pozitivno;Da
588;18.9;-22.0;7.17;3.77;Pozitivno;Da
589;27.4;-26.7;6.87;3.94;Pozitivno;Da
590;20.2;-18.6;6.71;3.48;Pozitivno;Da
591;12.7;-20.0;6.72;4.22;Pozitivno;Da
592;25.5;-20.7;7.11;4.73;Pozitivno;Da
593;13.7;-20.2;7.4;3.04;Pozitivno;Da
594;26.2;-26.5;7.16;3.7;Pozitivno;Da
595;22.0;-21.0;6.89;3.73;Pozitivno;Da
596;16.2;-22.2;6.83;3.14;Pozitivno;Da
597;19.1;-20.6;7.0;3.29;Pozitivno;Da
598;16.5;-19.6;7.08;3.52;Pozitivno;Da
599;6.3;-18.7;7.22;3.14;Negativno;Ne
600;23.7;-23.6;6.73;3.81;Pozitivno;Da
601;17.2;-17.0;7.02;3.81;Pozitivno;Da
602;23.0;-8.8;6.89;4.55;Pozitivno;Da
603;24.4;-23.1;6.7;3.03;Pozitivno;Da
604;25.0;-21.9;7.14;4.2;Pozitivno;Ne
605;8.4;-22.0;7.17;3.89;Pozitivno;Da
606;29.6;-17.1;6.89;3.78;Pozitivno;Da
607;25.4;-20.1;7.06;4.24;Pozitivno;Ne
608;15.4;-19.7;6.87;3.18;Pozitivno;Ne
609;16.7;-26.0;6.8;3.86;Pozitivno;Ne
610;20.8;-22.0;7.09;3.7;Pozitivno;Ne
611;7.7;-21.2;7.0;3.96;Pozitivno;Ne
612;18.2;-12.8;6.78;4.58;Pozitivno;Da
613;12.0;-27.7;6.91;3.17;Pozitivno;Da
614;13.1;-24.8;6.9;3.78;Pozitivno;Ne
615;15.7;-19.4;6.84;2.6;Pozitivno;Da
616;23.2;-27.0;7.1;2.89;Pozitivno;Ne
617;17.1;-13.1;6.91;4.02;Pozitivno;Da
618;19.7;-24.5;7.13;3.28;Pozitivno;Da
619;12.7;-22.7;7.27;3.02;Pozitivno;Da
620;30.6;-21.6;7.25;3.5;Pozitivno;Ne
621;17.3;-25.3;7.23;2.94;Pozitivno;Da
622;28.2;-39.6;7.01;3.47;Pozitivno;Ne
623;20.6;-15.9;7.02;4.02;Pozitivno;Da
624;14.3;-29.6;7.09;3.82;Pozitivno;Da
625;18.8;-22.5;7.3;3.68;Pozitivno;Ne
626;13.5;-22.2;7.37;4.27;Pozitivno;Da
627;21.8;-18.7;7.11;4.31;Pozitivno;Da
628;7.2;-27.0;7.09;3.35;Pozitivno;Da
629;22.2;-23.3;6.57;3.33;Pozitivno;Da
630;22.4;-6.2;6.94;2.38;Pozitivno;Da
631;21.6;-23.2;7.3;4.03;Pozitivno;Da
632;22.6;-22.8;7.09;3.97;Pozitivno;Da
633;21.2;-20.8;7.09;3.16;Pozitivno;Da
634;27.4;-18.3;7.03;4.23;Pozitivno;Da
635;17.9;-26.3;6.85;3.57;Pozitivno;Ne
636;18.7;-16.7;6.97;3.41;Pozitivno;Da
637;12.5;-16.8;7.12;3.28;Pozitivno;Da
638;16.6;-18.6;7.01;3.6;Pozitivno;Ne
639;19.2;-18.2;6.88;3.72;Pozitivno;Da
640;23.2;-25.2;7.23;3.33;Pozitivno;Da
641;17.3;-26.6;7.21;3.76;Pozitivno;Ne
642;25.6;-15.7;7.1;3.85;Pozitivno;Da
643;20.0;-21.9;7.03;3.55;Pozitivno;Ne
644;21.3;-19.4;7.11;3.75;Pozitivno;Da
645;16.4;-19.5;7.15;3.72;Pozitivno;Da
646;22.7;-14.7;7.03;3.48;Pozitivno;Ne
647;23.1;-23.3;6.99;4.01;Pozitivno;Da
648;26.3;-18.5;7.26;3.31;Pozitivno;Da
649;20.2;-24.7;7.12;3.7;Pozitivno;Ne
650;26.2;-15.7;6.99;3.77;Pozitivno;Da
651;25.2;-22.3;7.04;2.23;Negativno;Da
652;21.6;-26.8;7.42;3.92;Pozitivno;Ne
653;15.4;-13.0;6.86;3.5;Pozitivno;Da
654;17.1;-24.6;6.8;3.1;Pozitivno;Da
655;30.2;-21.9;6.77;3.24;Pozitivno;Da
656;18.7;-19.9;6.84;3.92;Pozitivno;Da
657;19.3;-21.5;7.07;3.6;Pozitivno;Ne
658;26.6;-21.7;6.97;3.4;Pozitivno;Da
659;18.9;-13.1;7.15;4.11;Pozitivno;Da
660;22.5;-9.1;6.74;3.77;Pozitivno;Da
661;20.2;-5.2;7.04;3.24;Pozitivno;Da
662;25.7;-23.8;7.01;2.97;Pozitivno;Da
663;20.4;-14.5;6.96;3.46;Pozitivno;Da
664;21.6;-20.0;6.81;4.33;Pozitivno;Da
665;30.0;-25.7;7.08;3.69;Pozitivno;Da
666;22.6;-23.2;6.99;3.15;Pozitivno;Da
667;16.1;-23.7;7.07;3.4;Pozitivno;Da
668;21.6;-11.6;7.26;3.49;Pozitivno;Da
669;7.6;-25.8;7.02;3.47;Pozitivno;Da
670;20.5;-19.2;6.99;4.06;Pozitivno;Da
671;23.0;-14.0;6.95;3.34;Pozitivno;Da
672;13.5;-18.4;6.75;3.68;Pozitivno;Da
673;23.7;-16.6;7.26;4.06;Pozitivno;Da
674;19.9;-24.2;6.79;3.52;Pozitivno;Da
675;19.7;-26.5;7.2;3.57;Pozitivno;Da
676;17.5;-14.4;6.91;3.75;Pozitivno;Da
677;17.4;-20.0;7.03;3.53;Pozitivno;Da
678;13.9;-19.5;6.88;3.06;Negativno;Da
679;22.5;-19.3;6.91;2.76;Negativno;Da
680;24.0;-20.6;6.98;3.86;Pozitivno;Ne
681;13.0;-18.0;6.7;3.11;Pozitivno;Da
682;25.2;-19.4;6.87;3.39;Pozitivno;Da
683;10.2;-17.0;7.06;3.6;Pozitivno;Da
684;17.5;-15.9;7.35;4.4;Pozitivno;Ne
685;20.8;-26.3;7.07;3.29;Pozitivno;Da
686;12.5;-11.5;6.91;4.0;Pozitivno;Ne
687;24.5;-28.0;6.86;3.48;Pozitivno;Da
688;20.8;-15.3;6.9;3.68;Pozitivno;Da
689;26.2;-24.1;6.91;3.65;Pozitivno;Ne
690;21.5;-21.9;7.12;3.72;Pozitivno;Da
691;16.9;-18.9;7.22;2.96;Pozitivno;Ne
692;27.8;-27.2;6.97;2.94;Pozitivno;Da
693;23.9;-13.6;6.67;3.72;Pozitivno;Ne
694;22.5;-14.8;7.01;3.16;Pozitivno;Da
695;21.1;-13.3;7.26;3.4;Pozitivno;Da
696;23.3;-15.4;6.95;2.74;Pozitivno;Ne
697;23.2;-18.9;6.92;3.96;Pozitivno;Ne
698;23.9;-18.9;7.02;3.67;Pozitivno;Da
699;24.3;-22.1;6.76;3.75;Pozitivno;Da
700;24.4;-29.9;6.71;3.96;Pozitivno;Da
701;18.2;-17.6;7.15;3.7;Pozitivno;Da
702;17.1;-9.0;6.96;4.59;Pozitivno;Da
703;18.6;-13.8;7.3;3.5;Pozitivno;Ne
704;22.1;-27.7;7.05;4.35;Pozitivno;Da
705;18.4;-19.4;7.06;2.51;Pozitivno;Da
706;16.3;-14.8;6.8;4.31;Pozitivno;Da
707;16.7;-17.0;7.07;3.02;Pozitivno;Da
708;29.3;-14.5;6.62;3.45;Pozitivno;Ne
709;21.2;-15.9;7.27;3.6;Pozitivno;Da
710;14.4;-23.2;6.83;3.06;Pozitivno;Da
711;26.5;-17.2;6.8;3.09;Pozitivno;Da
712;14.0;-23.4;6.94;3.49;Pozitivno;Da
713;17.5;-19.8;6.71;2.65;Pozitivno;Da
714;18.7;-21.3;7.14;3.02;Pozitivno;Ne
715;23.0;-24.0;6.99;4.24;Pozitivno;Da
716;17.3;-17.5;6.93;3.78;Pozitivno;Da
717;30.3;-10.6;6.85;3.05;Negativno;Da
718;26.8;-19.0;7.16;3.17;Pozitivno;Da
719;24.8;-11.5;7.3;3.27;Pozitivno;Da
720;19.0;-22.0;7.29;3.39;Pozitivno;Da
721;26.3;-11.6;7.08;3.36;Pozitivno;Da
722;18.6;-17.9;6.99;3.54;Pozitivno;Da
723;24.7;-13.1;6.89;3.42;Pozitivno;Ne
724;13.1;-18.1;6.48;2.42;Pozitivno;Da
725;24.0;-21.5;7.05;2.95;Negativno;Da
726;22.7;-21.8;6.39;3.57;Pozitivno;Da
727;20.2;-30.1;7.0;3.0;Pozitivno;Da
728;28.6;-20.7;7.3;3.99;Pozitivno;Da
729;20.4;-20.7;7.08;3.89;Pozitivno;Da
730;22.1;-23.8;7.08;3.34;Pozitivno;Ne
731;20.5;-23.1;7.0;3.28;Pozitivno;Ne
732;18.2;-20.3;6.66;4.44;Pozitivno;Da
733;14.0;-29.8;7.16;3.09;Pozitivno;Da
734;28.0;-23.9;6.69;3.21;Pozitivno;Da
735;20.7;-31.3;6.96;3.41;Pozitivno;Da
736;21.4;-17.9;6.97;4.69;Negativno;Ne
737;13.4;-20.8;6.65;3.23;Negativno;Da
738;19.1;-24.4;6.88;4.48;Pozitivno;Da
739;21.7;-23.2;7.12;3.75;Pozitivno;Ne
740;18.5;-17.3;6.93;3.43;Pozitivno;Da
741;19.9;-22.0;6.92;3.63;Pozitivno;Ne
742;18.3;-23.9;7.1;3.44;Pozitivno;Da
743;21.4;-22.9;6.77;3.78;Pozitivno;Ne
744;16.4;-23.2;7.25;3.45;Pozitivno;Da
745;22.2;-23.0;6.81;3.81;Pozitivno;Da
746;25.2;-25.7;7.27;3.54;Pozitivno;Ne
747;27.6;-26.3;6.76;3.54;Negativno;Da
748;16.1;-14.4;7.0;3.47;Pozitivno;Da
749;14.8;-22.5;7.24;4.34;Pozitivno;Da
750;12.8;-13.2;6.56;3.96;Pozitivno;Da
751;5.1;-64.7;9.0;0.56;Negativno;Ne
752;4.1;-68.2;9.15;1.47;Negativno;Ne
753;0.4;-75.9;7.7;0.27;Negativno;Ne
754;1.9;-58.0;5.11;0.66;Negativno;Ne
755;1.0;-48.7;9.6;0.47;Negativno;Ne
756;4.4;-74.4;8.97;0.22;Negativno;Ne
757;1.7;-74.4;7.08;0.53;Negativno;Ne
758;0.5;-48.3;4.69;0.37;Negativno;Ne
759;1.2;-39.1;5.43;0.49;Negativno;Ne
760;1.1;-76.8;5.8;0.17;Negativno;Ne
761;1.7;-61.0;4.96;0.2;Negativno;Ne
762;8.1;-43.0;9.46;0.15;Negativno;Ne
763;5.6;-59.4;8.34;1.17;Negativno;Ne
764;11.5;-58.3;7.54;0.68;Negativno;Ne
765;1.4;-65.1;5.05;0.21;Negativno;Ne
766;2.6;-65.4;7.92;0.16;Negativno;Ne
767;15.4;-51.3;6.22;0.36;Negativno;Ne
768;1.9;-50.2;8.2;0.64;Negativno;Ne
769;0.6;-54.6;6.03;0.02;Negativno;Ne
770;19.4;-59.8;2.63;0.0;Negativno;Ne
771;13.0;-48.7;7.98;0.08;Negativno;Ne
772;4.7;-48.0;8.06;0.35;Negativno;Ne
773;9.4;-48.1;11.79;0.03;Negativno;Ne
774;7.0;-73.0;11.66;0.43;Negativno;Ne
775;1.7;-79.3;4.98;0.51;Negativno;Ne
776;13.3;-53.8;4.81;0.49;Negativno;Ne
777;0.3;-59.3;7.09;0.75;Negativno;Ne
778;1.6;-61.3;4.59;1.38;Negativno;Ne
779;0.9;-40.5;7.4;0.11;Negativno;Ne
780;1.2;-50.9;7.56;0.21;Pozitivno;Ne
781;7.6;-63.7;7.69;0.26;Negativno;Ne
782;18.9;-51.0;6.74;1.51;Negativno;Ne
783;7.3;-65.3;7.34;0.06;Negativno;Ne
784;16.5;-57.2;7.01;2.26;Negativno;Ne
785;8.0;-52.1;9.34;0.51;Negativno;Ne
786;4.8;-69.1;6.14;0.18;Negativno;Ne
787;6.6;-59.1;9.15;1.85;Negativno;Ne
788;6.8;-72.2;9.61;0.14;Negativno;Ne
789;11.9;-69.8;9.01;0.67;Negativno;Ne
790;5.8;-60.3;8.78;1.02;Negativno;Ne
791;1.6;-58.0;6.96;0.18;Negativno;Ne
792;5.0;-65.0;9.21;0.03;Negativno;Ne
793;4.0;-73.4;6.5;1.24;Negativno;Ne
794;1.0;-57.3;9.08;0.11;Negativno;Ne
795;0.9;-62.8;9.18;0.67;Negativno;Ne
796;4.0;-61.7;7.67;0.11;Negativno;Ne
797;4.6;-79.4;7.25;0.16;Negativno;Ne
798;11.5;-58.4;5.73;0.02;Negativno;Ne
799;2.2;-63.3;9.14;0.35;Pozitivno;Ne
800;7.7;-55.8;6.56;0.11;Negativno;Ne
801;2.7;-57.6;6.37;0.5;Negativno;Ne
802;4.9;-64.5;6.76;0.86;Negativno;Ne
803;0.4;-45.0;8.93;0.64;Negativno;Ne
804;7.7;-58.1;5.55;1.18;Negativno;Ne
805;4.5;-49.8;7.91;0.35;Negativno;Ne
806;6.4;-80.1;5.16;0.67;Negativno;Ne
807;0.8;-68.1;7.31;2.99;Negativno;Ne
808;0.6;-46.1;8.63;0.68;Negativno;Ne
809;5.2;-56.4;7.77;0.27;Negativno;Ne
810;7.7;-73.9;8.32;0.25;Negativno;Ne
811;5.9;-50.9;7.28;0.71;Negativno;Ne
812;0.7;-53.4;5.46;0.73;Negativno;Ne
813;7.0;-45.5;9.67;0.0;Negativno;Ne
814;4.8;-79.0;9.0;0.44;Negativno;Ne
815;3.6;-57.6;8.17;0.35;Negativno;Ne
816;1.7;-66.3;8.07;0.12;Negativno;Ne
817;12.7;-56.1;7.51;0.01;Negativno;Ne
818;16.4;-53.1;6.24;0.88;Negativno;Ne
819;2.1;-71.4;7.79;0.14;Negativno;Ne
820;10.8;-57.4;6.59;0.37;Negativno;Ne
821;15.7;-64.8;8.51;0.02;Negativno;Ne
822;2.3;-40.1;7.18;0.57;Negativno;Ne
823;10.2;-79.5;7.44;0.29;Negativno;Ne
824;7.9;-66.3;6.62;0.33;Negativno;Ne
825;3.3;-65.5;7.32;0.69;Negativno;Ne
826;1.6;-54.8;7.76;0.32;Negativno;Ne
827;2.2;-47.6;11.06;0.2;Negativno;Ne
828;12.2;-71.1;8.67;0.06;Negativno;Ne
829;2.2;-53.2;6.59;1.35;Negativno;Ne
830;0.0;-59.8;6.09;0.69;Negativno;Ne
831;0.4;-61.4;8.25;0.88;Negativno;Ne
832;2.6;-64.2;6.51;0.54;Negativno;Ne
833;1.3;-74.2;11.13;1.28;Negativno;Ne
834;6.8;-50.6;7.85;0.34;Negativno;Ne
835;0.9;-67.0;6.02;0.14;Negativno;Ne
836;5.4;-73.0;5.98;1.45;Negativno;Ne
837;4.0;-61.3;8.17;0.52;Negativno;Ne
838;0.2;-56.9;4.46;0.53;Negativno;Ne
839;0.9;-61.8;8.76;0.49;Negativno;Ne
840;12.8;-81.8;6.88;0.07;Negativno;Ne
841;1.0;-73.0;6.08;0.66;Negativno;Ne
842;3.8;-68.1;9.96;0.4;Negativno;Ne
843;2.0;-54.4;5.06;0.75;Negativno;Ne
844;1.0;-55.6;7.32;1.5;Negativno;Ne
845;1.1;-72.2;9.68;0.14;Negativno;Ne
846;0.5;-63.6;5.33;1.21;Negativno;Ne
847;1.1;-64.7;8.3;0.34;Pozitivno;Ne
848;2.0;-60.3;6.94;0.0;Negativno;Ne
849;0.6;-40.1;4.45;0.28;Negativno;Ne
850;0.0;-70.8;8.75;0.02;Negativno;Ne
851;10.1;-67.0;7.29;0.41;Negativno;Ne
852;9.4;-58.4;7.83;0.4;Negativno;Ne
853;1.2;-56.0;8.0;0.13;Negativno;Ne
854;0.9;-68.0;5.28;0.24;Negativno;Ne
855;14.4;-73.1;8.85;0.59;Negativno;Ne
856;0.7;-64.0;9.64;0.08;Negativno;Ne
857;1.7;-45.8;6.05;0.07;Negativno;Ne
858;12.0;-61.9;6.22;0.03;Negativno;Ne
859;2.9;-52.5;3.92;0.58;Negativno;Ne
860;2.7;-46.4;10.37;0.97;Negativno;Ne
861;3.3;-43.8;7.51;1.16;Negativno;Ne
862;6.2;-57.5;12.69;0.14;Negativno;Ne
863;6.9;-21.6;7.02;0.21;Negativno;Ne
864;0.5;-51.0;6.06;1.01;Negativno;Ne
865;1.2;-66.4;8.88;0.18;Negativno;Ne
866;8.3;-31.6;5.23;0.47;Negativno;Ne
867;15.6;-50.4;7.31;0.95;Negativno;Ne
868;2.3;-58.8;9.8;0.06;Negativno;Ne
869;7.1;-60.4;9.59;0.49;Negativno;Ne
870;5.5;-57.0;7.15;1.53;Negativno;Ne
871;6.2;-61.0;9.91;0.19;Negativno;Ne
872;20.1;-60.8;5.61;0.29;Negativno;Ne
873;9.2;-60.4;5.71;0.28;Negativno;Ne
874;5.6;-66.8;6.89;0.14;Negativno;Ne
875;2.4;-63.9;6.22;0.18;Negativno;Ne
876;6.4;-47.1;9.18;0.11;Negativno;Ne
877;0.2;-82.6;6.57;0.26;Negativno;Ne
878;2.1;-77.2;3.69;0.04;Negativno;Ne
879;5.7;-67.9;4.17;0.36;Negativno;Ne
880;16.9;-71.3;4.54;0.49;Negativno;Ne
881;5.6;-40.0;8.08;2.1;Negativno;Ne
882;0.7;-56.4;5.07;0.03;Negativno;Ne
883;9.9;-41.2;7.49;0.26;Negativno;Ne
884;1.6;-66.5;9.06;0.91;Negativno;Ne
885;1.7;-68.9;10.97;0.81;Negativno;Ne
886;11.6;-59.7;5.54;0.51;Negativno;Ne
887;6.7;-46.8;5.99;0.06;Negativno;Ne
888;5.9;-67.2;6.75;0.58;Negativno;Ne
889;9.5;-68.2;10.29;0.16;Negativno;Ne
890;1.2;-47.7;11.67;0.05;Negativno;Ne
891;17.0;-74.0;5.61;1.55;Negativno;Ne
892;13.3;-49.8;8.86;0.56;Negativno;Ne
893;10.9;-43.7;9.95;0.05;Negativno;Ne
894;5.6;-53.0;6.94;0.22;Negativno;Ne
895;1.5;-44.9;6.38;0.02;Negativno;Ne
896;3.7;-50.6;5.68;0.31;Negativno;Ne
897;0.6;-68.2;8.84;0.33;Negativno;Ne
898;7.1;-41.4;5.55;0.81;Negativno;Ne
899;15.5;-47.7;5.9;0.73;Negativno;Ne
900;0.1;-89.7;6.26;0.34;Negativno;Ne
901;0.8;-75.3;6.65;1.09;Negativno;Ne
902;4.4;-64.7;7.36;0.49;Negativno;Ne
903;8.2;-47.9;6.36;0.01;Negativno;Ne
904;0.9;-71.8;3.62;0.21;Negativno;Ne
905;2.2;-63.6;2.96;0.11;Negativno;Ne
906;8.4;-60.1;6.14;1.38;Negativno;Ne
907;0.2;-42.9;6.52;0.03;Negativno;Ne
908;1.4;-54.0;7.97;0.06;Negativno;Ne
909;2.8;-64.1;10.39;0.07;Negativno;Ne
910;2.2;-60.6;7.31;3.74;Negativno;Ne
911;7.6;-47.1;7.05;0.64;Negativno;Ne
912;7.1;-65.3;5.96;0.41;Negativno;Ne
913;2.9;-76.0;4.92;0.17;Negativno;Ne
914;2.0;-53.3;6.53;0.38;Negativno;Ne
915;5.4;-56.0;5.8;0.63;Negativno;Ne
916;1.5;-59.8;7.76;0.11;Negativno;Ne
917;7.0;-62.4;8.32;0.3;Negativno;Ne
918;2.2;-63.9;6.71;0.47;Negativno;Ne
919;8.5;-60.2;6.5;0.41;Negativno;Ne
920;0.3;-58.7;6.82;0.87;Negativno;Ne
921;3.2;-59.0;7.34;0.38;Negativno;Ne
922;0.2;-61.4;9.79;1.04;Negativno;Ne
923;1.7;-53.6;7.05;0.42;Negativno;Ne
924;1.8;-57.6;2.84;0.83;Negativno;Ne
925;6.3;-44.0;9.01;0.02;Negativno;Ne
926;15.5;-45.0;4.96;1.11;Negativno;Ne
927;11.5;-68.9;8.26;0.26;Negativno;Ne
928;10.4;-58.0;8.24;0.04;Negativno;Ne
929;3.0;-32.3;5.61;0.3;Negativno;Ne
930;3.7;-58.6;8.75;0.5;Negativno;Ne
931;1.1;-84.0;4.24;0.38;Negativno;Ne
932;33.7;-51.9;8.24;0.02;Negativno;Ne
933;0.3;-48.8;7.79;0.59;Negativno;Ne
934;3.4;-42.7;8.61;1.11;Negativno;Ne
935;0.4;-68.1;10.19;0.32;Negativno;Ne
936;9.5;-43.5;7.9;0.7;Negativno;Ne
937;5.8;-66.2;4.65;1.88;Negativno;Ne
938;0.2;-68.6;7.02;0.16;Negativno;Ne
939;4.8;-58.5;4.82;0.06;Negativno;Ne
940;6.4;-60.0;8.08;0.24;Negativno;Ne
941;1.6;-61.6;3.87;1.1;Negativno;Ne
942;16.9;-56.7;9.92;0.29;Negativno;Ne
943;0.1;-59.4;11.79;0.52;Negativno;Ne
944;6.0;-43.5;5.79;0.23;Negativno;Ne
945;2.3;-53.3;6.41;0.09;Negativno;Ne
946;0.0;-36.9;12.34;0.05;Negativno;Ne
947;4.1;-58.7;9.29;0.12;Negativno;Ne
948;2.7;-61.8;7.87;0.77;Negativno;Ne
949;1.5;-75.2;5.03;0.36;Negativno;Ne
950;6.0;-61.2;6.02;1.3;Negativno;Ne
951;7.5;-64.9;6.85;0.03;Negativno;Ne
952;0.4;-57.0;6.86;0.28;Negativno;Ne
953;6.4;-74.1;6.85;0.13;Negativno;Ne
954;3.8;-45.7;8.55;0.1;Negativno;Ne
955;8.7;-59.8;7.84;0.19;Negativno;Ne
956;16.0;-54.0;5.69;0.31;Negativno;Ne
957;0.4;-62.0;8.0;1.88;Negativno;Ne
958;3.7;-65.7;6.04;0.1;Negativno;Ne
959;1.1;-59.0;5.52;0.08;Negativno;Ne
960;3.9;-60.9;7.58;0.42;Negativno;Ne
961;9.7;-62.8;2.66;0.61;Negativno;Ne
962;2.8;-62.1;3.83;0.8;Negativno;Ne
963;11.4;-73.1;6.53;0.25;Negativno;Ne
964;4.1;-61.2;5.09;0.55;Negativno;Ne
965;0.6;-51.1;6.98;0.14;Negativno;Ne
